frame_count,1-h,1-s,1-v,condition,2-h,2-s,2-v,condition,3-h,3-s,3-v,conditon,4-h,4-s,4-v,condition,
1748,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1749,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
1750,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1751,169,255,255,,168,255,255,,0,255,255,,170,255,255,,
1752,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1753,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1754,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1755,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1756,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1757,169,255,255,,170,255,255,,120,255,255,,168,255,255,,
1758,168,255,255,,171,255,255,,120,255,255,,169,255,255,,
1759,171,255,255,,171,255,255,,120,255,255,,169,255,255,,
1760,168,255,255,,171,255,255,,120,255,255,,168,255,255,,
1761,170,255,255,,171,255,255,,120,255,255,,168,255,255,,
1762,170,255,255,,171,255,255,,120,255,255,,169,255,255,,
1763,169,255,255,,171,255,255,,120,255,255,,170,255,255,,
1764,168,255,255,,171,255,255,,120,255,255,,170,255,255,,
1765,170,255,255,,171,255,255,,120,255,255,,169,255,255,,
1766,170,255,255,,171,255,255,,120,255,255,,169,255,255,,
1767,170,255,255,,171,255,255,,120,255,255,,169,255,255,,
1768,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1769,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1770,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1771,171,255,255,,171,255,255,,0,255,255,,169,255,255,,
1772,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1773,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1774,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1775,170,255,255,,172,255,255,,0,255,255,,169,255,255,,
1776,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1777,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1778,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1779,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1780,170,255,255,,172,255,255,,0,255,255,,169,255,255,,
1781,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1782,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1783,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1784,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1785,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1786,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1787,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1788,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1789,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1790,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1791,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1792,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1793,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1794,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1795,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1796,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1797,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1798,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1799,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1800,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1801,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1802,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1803,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1804,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1805,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1806,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1807,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1808,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1809,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1810,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1811,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1812,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1813,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1814,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1815,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1816,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1817,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1818,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1819,169,255,255,,171,255,255,,0,255,255,,170,255,255,,
1820,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1821,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1822,170,255,255,,170,255,255,,0,255,255,,168,255,255,,
1823,170,255,255,,169,255,255,,0,255,255,,168,255,255,,
1824,170,255,255,,170,255,255,,0,255,255,,168,255,255,,
1825,168,255,255,,170,255,255,,0,255,255,,168,255,255,,
1826,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1827,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1828,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1829,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1830,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1831,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1832,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1833,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
1834,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1835,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1836,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1837,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
1838,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1839,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1840,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1841,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1842,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1843,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1844,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1845,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1846,170,255,255,,172,255,255,,0,255,255,,170,255,255,,
1847,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1848,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1849,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1850,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1851,170,255,255,,171,255,255,,0,255,255,,170,255,255,,
1852,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1853,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1854,170,255,255,,171,255,255,,0,255,255,,169,255,255,,
1855,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1856,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
1857,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1858,170,255,255,,169,255,255,,0,255,255,,169,255,255,,
1859,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1860,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1861,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1862,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1863,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1864,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1865,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1866,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1867,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
1868,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1869,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
1870,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1871,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1872,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1873,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
1874,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1875,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1876,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1877,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1878,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1879,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1880,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
1881,168,255,255,,169,255,255,,0,255,255,,168,255,255,,
1882,168,255,255,,169,255,255,,0,255,255,,168,255,255,,
1883,168,255,255,,169,255,255,,0,255,255,,168,255,255,,
1884,168,255,255,,169,255,255,,0,255,255,,168,255,255,,
1885,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1886,168,255,255,,169,255,255,,0,255,255,,170,255,255,,
1887,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1888,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
1889,168,255,255,,168,255,255,,0,255,255,,169,255,255,,
1890,168,255,255,,168,255,255,,0,255,255,,169,255,255,,
1891,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1892,169,255,255,,168,255,255,,171,255,255,,170,255,255,,
1893,168,255,255,,169,255,255,,173,255,255,,170,255,255,,
1894,169,255,255,,169,255,255,,171,255,255,,169,255,255,,
1895,169,255,255,,169,255,255,,172,255,255,,170,255,255,,
1896,173,255,255,,169,255,255,,171,255,255,,170,255,255,,
1897,170,255,255,,169,255,255,,170,255,255,,170,255,255,,
1898,168,255,255,,169,255,255,,170,255,255,,169,255,255,,
1899,168,255,255,,169,255,255,,169,255,255,,170,255,255,,
1900,169,255,255,,170,255,255,,170,255,255,,171,255,255,,
1901,170,255,255,,168,255,255,,170,255,255,,169,255,255,,
1902,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
1903,170,255,255,,169,255,255,,170,255,255,,168,255,255,,
1904,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
1905,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
1906,170,255,255,,169,255,255,,171,255,255,,169,255,255,,
1907,169,255,255,,169,255,255,,169,255,255,,169,255,255,,
1908,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1909,169,255,255,,169,255,255,,172,255,255,,170,255,255,,
1910,169,255,255,,169,255,255,,172,255,255,,170,255,255,,
1911,169,255,255,,169,255,255,,170,255,255,,168,255,255,,
1912,169,255,255,,171,255,255,,169,255,255,,168,255,255,,
1913,170,255,255,,171,255,255,,169,255,255,,168,255,255,,
1914,169,255,255,,170,255,255,,171,255,255,,167,255,255,,
1915,170,255,255,,171,255,255,,170,255,255,,167,255,255,,
1916,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1917,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
1918,169,255,255,,169,255,255,,169,255,255,,170,255,255,,
1919,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
1920,169,255,255,,171,255,255,,171,255,255,,170,255,255,,
1921,169,255,255,,170,255,255,,171,255,255,,170,255,255,,
1922,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
1923,169,255,255,,170,255,255,,169,255,255,,171,255,255,,
1924,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1925,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
1926,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1927,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1928,0,255,255,,169,255,255,,171,255,255,,171,255,255,,
1929,0,255,255,,171,255,255,,169,255,255,,168,255,255,,
1930,0,255,255,,171,255,255,,0,255,255,,170,255,255,,
1931,0,255,255,,171,255,255,,170,255,255,,170,255,255,,
1932,0,255,255,,170,255,255,,171,255,255,,171,255,255,,
1933,0,255,255,,171,255,255,,172,255,255,,171,255,255,,
1934,0,255,255,,171,255,255,,173,255,255,,170,255,255,,
1935,0,255,255,,171,255,255,,0,255,255,,171,255,255,,
1936,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1937,0,255,255,,171,255,255,,0,255,255,,172,255,255,,
1938,0,255,255,,170,255,255,,0,255,255,,171,255,255,,
1939,0,255,255,,170,255,255,,169,255,255,,171,255,255,,
1940,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1941,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1942,0,255,255,,170,255,255,,172,255,255,,170,255,255,,
1943,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1944,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1945,0,255,255,,170,255,255,,173,255,255,,169,255,255,,
1946,0,255,255,,170,255,255,,172,255,255,,169,255,255,,
1947,0,255,255,,170,255,255,,173,255,255,,169,255,255,,
1948,0,255,255,,170,255,255,,173,255,255,,170,255,255,,
1949,0,255,255,,171,255,255,,170,255,255,,170,255,255,,
1950,0,255,255,,170,255,255,,0,255,255,,170,255,255,,
1951,0,255,255,,170,255,255,,169,255,255,,170,255,255,,
1952,0,255,255,,0,255,255,,0,255,255,,168,255,255,,
1953,0,255,255,,0,255,255,,0,255,255,,170,255,255,,
1954,0,255,255,,0,255,255,,0,255,255,,170,255,255,,
1955,0,255,255,,170,255,255,,0,255,255,,168,255,255,,
1956,0,255,255,,170,255,255,,0,255,255,,169,255,255,,
1957,0,255,255,,170,255,255,,169,255,255,,169,255,255,,
1958,0,255,255,,0,255,255,,169,255,255,,169,255,255,,
1959,0,255,255,,170,255,255,,170,255,255,,168,255,255,,
1960,0,255,255,,170,255,255,,169,255,255,,168,255,255,,
1961,0,255,255,,0,255,255,,168,255,255,,170,255,255,,
1962,0,255,255,,170,255,255,,0,255,255,,170,255,255,,
1963,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1964,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1965,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1966,0,255,255,,169,255,255,,169,255,255,,168,255,255,,
1967,0,255,255,,169,255,255,,170,255,255,,168,255,255,,
1968,0,255,255,,169,255,255,,0,255,255,,170,255,255,,
1969,0,255,255,,0,255,255,,0,255,255,,169,255,255,,
1970,0,255,255,,171,255,255,,0,255,255,,170,255,255,,
1971,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1972,0,255,255,,169,255,255,,173,255,255,,169,255,255,,
1973,0,255,255,,168,255,255,,0,255,255,,169,255,255,,
1974,0,255,255,,169,255,255,,0,255,255,,170,255,255,,
1975,0,255,255,,169,255,255,,0,255,255,,170,255,255,,
1976,0,255,255,,169,255,255,,169,255,255,,168,255,255,,
1977,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1978,0,255,255,,169,255,255,,0,255,255,,168,255,255,,
1979,0,255,255,,168,255,255,,0,255,255,,168,255,255,,
1980,0,255,255,,169,255,255,,170,255,255,,168,255,255,,
1981,0,255,255,,169,255,255,,170,255,255,,168,255,255,,
1982,0,255,255,,169,255,255,,170,255,255,,170,255,255,,
1983,0,255,255,,170,255,255,,171,255,255,,171,255,255,,
1984,0,255,255,,172,255,255,,171,255,255,,169,255,255,,
1985,0,255,255,,171,255,255,,170,255,255,,170,255,255,,
1986,0,255,255,,170,255,255,,169,255,255,,168,255,255,,
1987,0,255,255,,169,255,255,,170,255,255,,168,255,255,,
1988,0,255,255,,170,255,255,,170,255,255,,169,255,255,,
1989,0,255,255,,169,255,255,,170,255,255,,170,255,255,,
1990,0,255,255,,169,255,255,,170,255,255,,170,255,255,,
1991,0,255,255,,170,255,255,,170,255,255,,171,255,255,,
1992,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1993,0,255,255,,170,255,255,,170,255,255,,169,255,255,,
1994,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1995,0,255,255,,170,255,255,,168,255,255,,169,255,255,,
1996,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1997,0,255,255,,171,255,255,,170,255,255,,168,255,255,,
1998,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
1999,0,255,255,,170,255,255,,169,255,255,,170,255,255,,
2000,0,255,255,,169,255,255,,0,255,255,,169,255,255,,
2001,0,255,255,,170,255,255,,170,255,255,,170,255,255,,
2002,0,255,255,,171,255,255,,171,255,255,,169,255,255,,
2003,0,255,255,,171,255,255,,171,255,255,,170,255,255,,
2004,0,255,255,,172,255,255,,171,255,255,,170,255,255,,
2005,0,255,255,,171,255,255,,170,255,255,,170,255,255,,
2006,0,255,255,,171,255,255,,170,255,255,,170,255,255,,
2007,0,255,255,,170,255,255,,0,255,255,,170,255,255,,
2008,0,255,255,,169,255,255,,171,255,255,,170,255,255,,
2009,0,255,255,,170,255,255,,0,255,255,,170,255,255,,
2010,0,255,255,,169,255,255,,170,255,255,,169,255,255,,
2011,0,255,255,,170,255,255,,170,255,255,,169,255,255,,
2012,0,255,255,,171,255,255,,0,255,255,,169,255,255,,
2013,0,255,255,,171,255,255,,0,255,255,,170,255,255,,
2014,0,255,255,,170,255,255,,0,255,255,,170,255,255,,
2015,170,255,255,,170,255,255,,0,255,255,,169,255,255,,
2016,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
2017,169,255,255,,171,255,255,,169,255,255,,169,255,255,,
2018,169,255,255,,171,255,255,,0,255,255,,169,255,255,,
2019,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
2020,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
2021,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2022,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2023,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
2024,170,255,255,,170,255,255,,169,255,255,,169,255,255,,
2025,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2026,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2027,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
2028,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
2029,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2030,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2031,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
2032,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2033,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2034,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2035,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2036,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2037,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2038,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2039,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
2040,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2041,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
2042,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
2043,169,255,255,,170,255,255,,170,255,255,,169,255,255,,
2044,169,255,255,,168,255,255,,169,255,255,,169,255,255,,
2045,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2046,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2047,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2048,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2049,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2050,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2051,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2052,170,255,255,,168,255,255,,170,255,255,,169,255,255,,
2053,169,255,255,,168,255,255,,170,255,255,,169,255,255,,
2054,169,255,255,,169,255,255,,169,255,255,,169,255,255,,
2055,170,255,255,,170,255,255,,170,255,255,,169,255,255,,
2056,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2057,169,255,255,,170,255,255,,171,255,255,,169,255,255,,
2058,169,255,255,,170,255,255,,172,255,255,,169,255,255,,
2059,169,255,255,,171,255,255,,170,255,255,,169,255,255,,
2060,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2061,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2062,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2063,170,255,255,,169,255,255,,169,255,255,,169,255,255,,
2064,170,255,255,,169,255,255,,170,255,255,,169,255,255,,
2065,170,255,255,,169,255,255,,169,255,255,,170,255,255,,
2066,170,255,255,,168,255,255,,170,255,255,,169,255,255,,
2067,170,255,255,,170,255,255,,170,255,255,,170,255,255,,
2068,170,255,255,,172,255,255,,170,255,255,,169,255,255,,
2069,168,255,255,,170,255,255,,171,255,255,,169,255,255,,
2070,167,255,255,,170,255,255,,170,255,255,,168,255,255,,
2071,167,255,255,,168,255,255,,170,255,255,,169,255,255,,
2072,168,255,255,,0,255,255,,169,255,255,,170,255,255,,
2073,168,255,255,,171,255,255,,168,255,255,,169,255,255,,
2074,169,255,255,,171,255,255,,169,255,255,,170,255,255,,
2075,169,255,255,,171,255,255,,169,255,255,,169,255,255,,
2076,169,255,255,,171,255,255,,169,255,255,,170,255,255,,
2077,169,255,255,,171,255,255,,170,255,255,,170,255,255,,
2078,170,255,255,,171,255,255,,170,255,255,,170,255,255,,
2079,171,255,255,,170,255,255,,169,255,255,,168,255,255,,
2080,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2081,169,255,255,,171,255,255,,169,255,255,,170,255,255,,
2082,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2083,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
2084,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
2085,170,255,255,,169,255,255,,169,255,255,,170,255,255,,
2086,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
2087,170,255,255,,170,255,255,,169,255,255,,170,255,255,,
2088,170,255,255,,169,255,255,,169,255,255,,170,255,255,,
2089,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2090,170,255,255,,168,255,255,,170,255,255,,170,255,255,,
2091,170,255,255,,170,255,255,,169,255,255,,169,255,255,,
2092,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2093,169,255,255,,170,255,255,,171,255,255,,169,255,255,,
2094,169,255,255,,170,255,255,,169,255,255,,169,255,255,,
2095,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2096,169,255,255,,169,255,255,,171,255,255,,170,255,255,,
2097,169,255,255,,170,255,255,,0,255,255,,170,255,255,,
2098,169,255,255,,170,255,255,,169,255,255,,170,255,255,,
2099,169,255,255,,170,255,255,,0,255,255,,171,255,255,,
2100,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
2101,169,255,255,,170,255,255,,170,255,255,,170,255,255,,
2102,170,255,255,,170,255,255,,172,255,255,,170,255,255,,
2103,170,255,255,,172,255,255,,170,255,255,,170,255,255,,
2104,170,255,255,,171,255,255,,169,255,255,,171,255,255,,
2105,170,255,255,,171,255,255,,173,255,255,,171,255,255,,
2106,170,255,255,,171,255,255,,171,255,255,,172,255,255,,
2107,169,255,255,,168,255,255,,170,255,255,,171,255,255,,
2108,169,255,255,,172,255,255,,0,255,255,,172,255,255,,
2109,170,255,255,,168,255,255,,169,255,255,,169,255,255,,
2110,168,255,255,,0,255,255,,168,255,255,,169,255,255,,
2111,169,255,255,,167,255,255,,168,255,255,,169,255,255,,
2112,170,255,255,,167,255,255,,168,255,255,,169,255,255,,
2113,168,255,255,,168,255,255,,169,255,255,,169,255,255,,
2114,169,255,255,,168,255,255,,168,255,255,,167,255,255,,
2115,170,255,255,,168,255,255,,168,255,255,,169,255,255,,
2116,169,255,255,,168,255,255,,168,255,255,,169,255,255,,
2117,169,255,255,,168,255,255,,169,255,255,,170,255,255,,
2118,169,255,255,,168,255,255,,169,255,255,,170,255,255,,
2119,169,255,255,,168,255,255,,170,255,255,,170,255,255,,
2120,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2121,169,255,255,,168,255,255,,170,255,255,,170,255,255,,
2122,169,255,255,,168,255,255,,170,255,255,,170,255,255,,
2123,169,255,255,,168,255,255,,169,255,255,,169,255,255,,
2124,171,255,255,,168,255,255,,169,255,255,,169,255,255,,
2125,171,255,255,,170,255,255,,170,255,255,,169,255,255,,
2126,171,255,255,,170,255,255,,170,255,255,,169,255,255,,
2127,170,255,255,,169,255,255,,170,255,255,,169,255,255,,
2128,170,255,255,,169,255,255,,170,255,255,,169,255,255,,
2129,169,255,255,,169,255,255,,171,255,255,,169,255,255,,
2130,169,255,255,,169,255,255,,170,255,255,,169,255,255,,
2131,168,255,255,,169,255,255,,0,255,255,,169,255,255,,
2132,168,255,255,,169,255,255,,0,255,255,,168,255,255,,
2133,168,255,255,,168,255,255,,0,255,255,,168,255,255,,
2134,168,255,255,,168,255,255,,0,255,255,,169,255,255,,
2135,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2136,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2137,169,255,255,,168,255,255,,0,255,255,,170,255,255,,
2138,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2139,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2140,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
2141,171,255,255,,169,255,255,,0,255,255,,169,255,255,,
2142,170,255,255,,168,255,255,,0,255,255,,169,255,255,,
2143,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
2144,169,255,255,,170,255,255,,0,255,255,,169,255,255,,
2145,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2146,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2147,169,255,255,,169,255,255,,0,255,255,,170,255,255,,
2148,169,255,255,,167,255,255,,0,255,255,,169,255,255,,
2149,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2150,169,255,255,,169,255,255,,0,255,255,,169,255,255,,
2151,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2152,170,255,255,,168,255,255,,0,255,255,,169,255,255,,
2153,170,255,255,,168,255,255,,0,255,255,,169,255,255,,
2154,169,255,255,,168,255,255,,0,255,255,,169,255,255,,
2155,170,255,255,,170,255,255,,173,255,255,,169,255,255,,
2156,170,255,255,,169,255,255,,169,255,255,,170,255,255,,
2157,170,255,255,,169,255,255,,170,255,255,,170,255,255,,
2158,170,255,255,,170,255,255,,172,255,255,,170,255,255,,
2159,169,255,255,,170,255,255,,171,255,255,,170,255,255,,
2160,170,255,255,,169,255,255,,0,255,255,,170,255,255,,
2161,170,255,255,,170,255,255,,0,255,255,,170,255,255,,
2162,170,255,255,,169,255,255,,170,255,255,,170,255,255,,
2163,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2164,168,255,255,,169,255,255,,170,255,255,,170,255,255,,
2165,168,255,255,,169,255,255,,170,255,255,,170,255,255,,
2166,169,255,255,,169,255,255,,170,255,255,,170,255,255,,
2167,170,255,255,,170,255,255,,172,255,255,,170,255,255,,
2168,170,255,255,,170,255,255,,170,255,255,,170,255,255,,
2169,170,255,255,,170,255,255,,172,255,255,,170,255,255,,
2170,170,255,255,,170,255,255,,172,255,255,,170,255,255,,
2171,170,255,255,,169,255,255,,170,255,255,,171,255,255,,
2172,170,255,255,,169,255,255,,171,255,255,,171,255,255,,
2173,170,255,255,,169,255,255,,170,255,255,,170,255,255,,
2174,170,255,255,,170,255,255,,169,255,255,,171,255,255,,
2175,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
2176,171,255,255,,171,255,255,,170,255,255,,0,255,255,,
2177,170,255,255,,170,255,255,,169,255,255,,0,255,255,,
2178,169,255,255,,169,255,255,,170,255,255,,0,255,255,,
2179,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
2180,169,255,255,,170,255,255,,169,255,255,,0,255,255,,
2181,169,255,255,,170,255,255,,171,255,255,,0,255,255,,
2182,169,255,255,,170,255,255,,170,255,255,,0,255,255,,
